City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,sinabang,2.4803,96.3801,27.77,84,100,1.83,ID,1713792359
275,alofi,-19.0595,-169.9187,26.49,75,94,5.34,NU,1713792359
276,ugoofaaru,5.6667,73.0,29.96,77,100,4.51,MV,1713792360
277,akankpa,5.1264,8.1898,35.41,46,93,2.0,NG,1713792361
278,kolpashevo,58.3131,82.9089,0.04,73,100,6.6,RU,1713792362
279,gamba,-2.65,10.0,30.45,69,100,3.12,GA,1713792363
280,minas de marcona,-15.2119,-75.1103,17.94,78,6,2.0,PE,1713792364
281,kaposvar,46.3667,17.8,10.61,54,99,2.07,HU,1713792365
282,port said,31.2565,32.2841,20.77,68,99,7.76,EG,1713792366
283,kavaratti,10.5669,72.642,30.59,72,22,2.94,IN,1713792367
284,naha,26.2125,127.6811,23.03,91,100,3.53,JP,1713792367
285,bazou,5.0569,10.4698,23.62,77,99,1.26,CM,1713792368
286,arvayheer,46.2639,102.775,4.71,24,7,3.78,MN,1713792369
287,east london,-33.0153,27.9116,24.54,84,66,3.63,ZA,1713792370
288,manokwari,-0.8667,134.0833,27.79,75,0,2.59,ID,1713792371
289,tamanrasset,22.785,5.5228,31.04,9,0,12.02,DZ,1713792372
290,kiunga,-6.1219,141.2906,24.87,97,100,0.5,PG,1713792373
291,andergrove,-21.0833,149.1833,23.57,81,100,10.93,AU,1713792374
292,saint george,37.1041,-113.5841,18.62,24,14,1.39,US,1713792375
293,vorkuta,67.5,64.0,-9.91,89,100,5.11,RU,1713792375
294,la passe,45.5549,-0.8967,11.59,50,100,5.69,FR,1713792376
295,mvurwi,-17.0333,30.85,28.15,15,0,3.2,ZW,1713792377
296,quillacollo,-17.4,-66.2833,20.36,52,57,0.54,BO,1713792378
297,aghajari,30.7006,49.8315,32.98,20,82,6.2,IR,1713792379
298,baharly,38.4362,57.4316,30.88,16,18,3.2,TM,1713792380
299,rabaul,-4.1967,152.1721,27.76,78,14,1.22,PG,1713792381
300,whitehorse,60.7161,-135.0538,-0.48,90,10,1.41,CA,1713792382
301,utrik,11.2278,169.8474,27.45,83,89,9.02,MH,1713792382
302,ribeira brava,32.65,-17.0667,20.46,67,100,1.03,PT,1713792383
303,miracema do tocantins,-9.5618,-48.3967,28.28,76,83,1.73,BR,1713792384
304,christchurch,-43.5333,172.6333,8.75,75,100,2.24,NZ,1713792228
305,rabo de peixe,37.8,-25.5833,16.77,81,100,1.26,PT,1713792386
306,linghai,41.1653,121.3667,16.01,61,100,3.5,CN,1713792387
307,tofol,5.3248,163.0078,28.4,81,76,7.93,FM,1713792388
308,kabba,7.8287,6.0731,35.75,40,70,1.45,NG,1713792389
309,brisas de zicatela,15.8369,-97.0419,26.97,62,82,1.3,MX,1713792390
310,labytnangi,66.6572,66.4183,-9.94,79,16,5.39,RU,1713792391
311,greenville,35.6127,-77.3663,8.92,64,100,5.77,US,1713792218
312,castillos,-34.1667,-53.8333,17.23,97,100,4.98,UY,1713792393
313,borova,50.1763,30.1043,12.0,54,100,3.1,UA,1713792395
314,la'ie,21.6477,-157.9253,21.86,70,11,7.9,US,1713792396
315,kurumkan,54.3,110.3,2.84,71,77,1.81,RU,1713792396
316,burang,30.25,81.1667,0.44,68,22,3.58,CN,1713792398
317,la ronge,55.1001,-105.2842,-0.09,93,71,3.68,CA,1713792399
318,ratnagiri,16.9833,73.3,29.21,70,0,5.04,IN,1713792400
319,xapuri,-10.6517,-68.5044,28.09,73,73,1.77,BR,1713792401
320,lai,9.3952,16.2989,40.25,22,43,3.14,TD,1713792402
321,aykhal,66.0,111.5,-3.95,98,100,2.65,RU,1713792403
322,walla walla,46.0646,-118.343,3.95,62,2,1.69,US,1713792306
323,bayji,34.9311,43.487,31.24,14,0,9.18,IQ,1713792404
324,srandakan,-7.9386,110.2506,27.29,85,100,4.77,ID,1713792405
325,cabo san lucas,22.8909,-109.9124,20.32,66,0,4.97,MX,1713792040
326,mao,39.8885,4.2658,10.08,68,100,9.07,ES,1713792407
327,essaouira,31.5125,-9.77,21.73,60,99,10.55,MA,1713792408
328,kyzyl-mazhalyk,51.1333,90.6,11.13,60,51,2.16,RU,1713792409
329,vuktyl,63.8567,57.3094,-3.29,63,57,5.3,RU,1713792410
330,black forest,39.0131,-104.7008,6.94,39,100,3.39,US,1713792410
331,yinzhu,35.8786,119.9753,12.8,79,100,3.52,CN,1713792412
332,sarankhola,22.3082,89.7897,31.15,63,64,3.77,BD,1713792414
333,shiqian,27.5225,108.2281,14.54,97,24,0.7,CN,1713792415
334,long beach,33.767,-118.1892,13.86,85,52,1.75,US,1713792416
335,fang,19.9169,99.2145,29.9,21,6,1.17,TH,1713792416
336,titlagarh,20.3,83.15,33.24,36,97,1.97,IN,1713792417
337,xai-xai,-25.0519,33.6442,31.51,39,0,4.03,MZ,1713792418
338,mo i rana,66.3128,14.1428,0.48,66,100,2.04,NO,1713792419
339,san carlos del zulia,9.0,-71.9135,26.25,83,100,1.93,VE,1713792420
340,sassandra,4.95,-6.0833,32.66,57,100,4.18,CI,1713792421
341,georgetown,5.4112,100.3354,29.13,78,93,2.39,MY,1713792422
342,al hoceima,35.2433,-3.9309,18.1,66,13,2.37,MA,1713792423
343,arraial do cabo,-22.9661,-42.0278,23.54,74,0,6.26,BR,1713792423
344,isangel,-19.55,169.2667,26.26,89,99,3.74,VU,1713792424
345,tromso,69.6496,18.957,-0.93,67,2,5.56,NO,1713792425
346,antofagasta,-23.65,-70.4,19.06,80,58,2.66,CL,1713792426
347,toliara,-23.35,43.6667,27.5,56,0,7.06,MG,1713792427
348,mehran,33.1222,46.1646,28.58,29,95,2.48,IR,1713792428
349,sestri levante,44.2732,9.3968,8.46,77,100,4.47,IT,1713792429
350,leua,48.2156,18.6071,8.64,77,86,0.76,SK,1713792430
351,tenno,39.9,139.9667,11.78,68,33,4.66,JP,1713792430
352,sretensk,52.2453,117.7093,2.48,99,100,1.12,RU,1713792431
353,kismayo,-0.3582,42.5454,29.14,76,100,5.68,SO,1713792432
354,balaipungut,1.05,101.2833,26.08,93,100,0.75,ID,1713792433
355,kapa'a,22.0752,-159.319,22.11,67,55,7.1,US,1713792434
356,sarmiento,-45.5882,-69.07,6.3,43,100,2.84,AR,1713792435
357,lihue,21.9789,-159.3672,21.36,69,31,6.77,US,1713792436
358,illapel,-31.6308,-71.1653,13.62,81,3,1.0,CL,1713792372
359,mejit,10.2753,170.8646,27.28,86,71,8.67,MH,1713792437
360,kingori,-3.2833,36.9833,26.05,62,100,3.15,TZ,1713792438
361,carbonear,47.7332,-53.2148,5.28,78,100,2.95,CA,1713792439
362,usogorsk,63.4106,48.6872,0.2,77,99,4.91,RU,1713792441
363,am timan,11.0297,20.2827,39.58,21,97,4.85,TD,1713792442
364,biratnagar,26.4831,87.2834,36.65,13,100,6.88,NP,1713792443
365,buala,-8.145,159.5921,27.34,83,48,0.81,SB,1713792443
366,antalaha,-14.9003,50.2788,26.71,89,47,4.53,MG,1713792444
367,kununurra,-15.7667,128.7333,24.29,41,0,2.0,AU,1713792445
368,manicore,-5.8092,-61.3003,26.79,81,91,1.29,BR,1713792446
369,suzun,53.7841,82.3116,6.99,56,30,4.93,RU,1713792447
370,lobujya,27.95,86.8167,-11.97,92,29,0.66,NP,1713792448
371,santa cruz,-17.8,-63.1667,26.19,78,89,6.27,BO,1713792449
372,i-n-salah,27.1935,2.4607,32.83,8,100,4.92,DZ,1713792450
373,santana,-0.0583,-51.1817,23.84,95,100,1.46,BR,1713792451
374,uturoa,-16.7333,-151.4333,27.93,77,4,2.74,PF,1713792451
375,chervyen',53.7059,28.4313,3.14,85,100,9.8,BY,1713792452
376,hermoso campo,-27.6082,-61.3444,26.7,78,40,4.27,AR,1713792453
377,isla aguada,18.7833,-91.4667,26.38,71,93,3.93,MX,1713792454
378,port hedland,-20.3167,118.5667,25.64,56,1,1.96,AU,1713792455
379,sant lluis,39.8526,4.2594,10.14,68,100,9.21,ES,1713792456
380,magadan,59.5667,150.8,-4.1,93,52,1.75,RU,1713792457
381,east ballina,-28.8667,153.5833,21.01,68,1,5.17,AU,1713792458
382,xiaoweizhai,26.1903,107.5125,16.63,96,100,1.93,CN,1713792459
383,brigantine,39.4101,-74.3646,7.92,53,100,5.2,US,1713792459
384,senanga,-16.1167,23.2667,33.27,16,5,3.14,ZM,1713792460
385,lerwick,60.1545,-1.1494,8.17,73,100,8.58,GB,1713792461
386,tra vinh,9.9347,106.3453,28.68,65,16,3.4,VN,1713792462
387,tomatlan,19.9333,-105.25,17.89,63,4,1.23,MX,1713792463
388,chitipa,-9.7024,33.2697,24.71,62,30,4.0,MW,1713792464
389,cill airne,52.05,-9.5167,16.93,66,89,4.5,IE,1713792465
390,kampene,-3.6,26.6667,34.09,39,18,1.6,CD,1713792466
391,nova vicosa,-17.8919,-39.3719,26.86,75,29,2.27,BR,1713792466
392,wanning,18.8003,110.3967,25.77,88,6,3.44,CN,1713792468
393,masuda,34.6667,131.85,14.91,95,100,2.17,JP,1713792469
394,sur,22.5667,59.5289,28.65,64,80,4.25,OM,1713792470
395,verkhnevilyuysk,63.4453,120.3167,-0.73,99,100,1.46,RU,1713792471
396,cam ranh,11.9214,109.1591,26.51,75,14,3.25,VN,1713792472
397,san antonio de pale,-1.4014,5.6325,29.56,72,100,3.15,GQ,1713792473
398,talara,-4.5772,-81.2719,23.39,76,99,4.67,PE,1713792473
399,margate,51.3813,1.3862,8.32,62,100,5.72,GB,1713792474
400,hirara,24.8,125.2833,26.23,87,100,6.27,JP,1713792475
401,ulsteinvik,62.3432,5.8487,4.32,87,100,3.75,NO,1713792476
402,isafjordur,66.0755,-23.124,5.49,58,7,1.63,IS,1713792477
403,gaspe,48.8334,-64.4819,-0.16,75,31,5.42,CA,1713792478
404,zapolyarnyy,69.4154,30.8136,-5.72,85,100,6.92,RU,1713792479
405,fukuecho,32.6881,128.8419,16.16,92,100,8.21,JP,1713792480
406,brezina,33.0989,1.2608,22.43,17,7,2.63,DZ,1713792480
407,ancud,-41.8697,-73.8203,8.05,95,100,1.12,CL,1713792481
408,vallenar,-28.5708,-70.7581,17.58,64,25,1.01,CL,1713792482
409,pandan,14.0453,124.1694,27.17,87,26,4.16,PH,1713792483
410,boa vista,2.8197,-60.6733,29.54,62,85,2.28,BR,1713792362
411,xinmin,41.9908,122.8253,14.99,62,100,2.39,CN,1713792485
412,mournies,35.4764,24.0092,26.56,35,90,1.46,GR,1713792486
413,mount gambier,-37.8333,140.7667,10.67,48,100,2.34,AU,1713792469
414,fale old settlement,-9.3852,-171.2468,29.15,76,5,2.6,TK,1713792487
415,hollymead,38.1171,-78.4417,8.44,45,0,1.43,US,1713792488
416,parauapebas,-6.0675,-49.9022,26.74,86,100,1.04,BR,1713792489
417,marsh harbour,26.5412,-77.0636,25.0,75,14,6.86,BS,1713792490
418,vapnyarka,48.5348,28.7436,11.34,54,100,1.64,UA,1713792491
419,greymouth,-42.4667,171.2,8.63,91,12,2.42,NZ,1713792492
420,bubaque,11.2833,-15.8333,24.77,71,13,4.41,GW,1713792493
421,cadale,2.7603,46.3222,29.83,65,99,5.58,SO,1713792494
422,taber,49.8167,-112.1518,4.39,45,13,6.5,CA,1713792494
423,sucre,-19.0333,-65.2627,15.51,61,8,1.52,BO,1713792495
424,yabelo,4.8833,38.0833,23.18,52,100,3.58,ET,1713792496
425,khuzdar,27.7384,66.6434,26.89,10,0,5.41,PK,1713792497
426,pekanbaru,0.5333,101.45,25.96,95,100,0.61,ID,1713792498
427,trincomalee,8.5711,81.2335,29.67,74,85,4.34,LK,1713792499
428,opuwo,-18.0607,13.84,32.96,15,41,6.1,NA,1713792501
429,albania,41.0,20.0,19.97,44,98,2.17,AL,1713792502
430,dakhla,23.6848,-15.958,19.23,76,3,8.2,EH,1713792503
431,kalmunai,7.4167,81.8167,28.92,78,19,4.24,LK,1713792504
432,porto santo stefano,42.4338,11.1237,11.83,74,100,6.17,IT,1713792504
433,mugia,43.1041,-9.2179,17.17,51,6,10.66,ES,1713792505
434,coronel dorrego,-38.7187,-61.2873,11.85,57,100,6.92,AR,1713792506
435,abepura,-2.6333,140.5833,23.21,92,77,0.77,ID,1713792507
436,kapuskasing,49.4169,-82.4331,-2.41,58,100,3.66,CA,1713792508
437,qarauyl,48.9451,79.255,18.68,46,88,10.04,KZ,1713792509
438,forster,-32.1667,152.5167,18.95,70,91,1.87,AU,1713792510
439,arar,30.9753,41.0381,29.91,16,0,2.74,SA,1713792511
440,yung shue wan,22.2333,114.1167,24.66,82,44,4.14,HK,1713792511
441,harrison,30.4091,-89.0436,11.95,60,0,5.39,US,1713792512
442,yaren,-0.5472,166.916,28.95,75,100,2.91,NR,1713792513
443,aibak,36.2647,68.0155,22.97,40,35,2.91,AF,1713792514
444,yenotayevka,47.2456,47.0281,23.11,43,100,7.06,RU,1713792515
445,klaksvik,62.2266,-6.589,6.74,73,54,3.14,FO,1713792516
446,makarska,43.2969,17.0178,13.94,62,80,3.57,HR,1713792518
447,kupang,-10.1667,123.5833,26.56,79,18,4.73,ID,1713792519
448,puerto santa,-8.9906,-78.6456,20.53,86,20,3.33,PE,1713792519
449,itacare,-14.2775,-38.9967,24.36,93,100,3.66,BR,1713792520
450,dankama,13.2978,7.7949,41.34,15,93,4.34,NG,1713792521
451,kailua-kona,19.6406,-155.9956,24.05,67,66,2.2,US,1713792522
452,keetmanshoop,-26.5833,18.1333,33.45,15,0,5.5,NA,1713792523
453,nueva gerona,21.8833,-82.8,27.04,64,0,2.45,CU,1713792524
454,nelson bay,-32.7167,152.15,20.48,65,70,4.27,AU,1713792525
455,mahibadhoo,3.7833,72.9667,29.64,76,100,4.7,MV,1713792526
456,gillette,44.2911,-105.5022,3.91,59,21,4.76,US,1713792527
457,rudnichnyy,59.617,52.4703,12.92,51,100,5.04,RU,1713792527
458,yanchep,-31.55,115.6833,16.48,53,100,5.78,AU,1713792528
459,kiruna,67.8557,20.2251,-3.58,70,100,4.66,SE,1713792529
460,eureka,40.8021,-124.1637,10.52,74,100,1.39,US,1713792406
461,camacupa,-12.0167,17.4833,26.35,49,95,0.98,AO,1713792531
462,cacapava do sul,-30.5122,-53.4914,18.03,83,100,1.75,BR,1713792532
463,geraldton,-28.7667,114.6,22.31,56,100,11.66,AU,1713792533
464,maceio,-9.6658,-35.7353,28.2,75,86,1.61,BR,1713792483
465,sonoita,31.85,-112.8333,20.61,21,0,1.62,MX,1713792534
466,suntar,62.1444,117.6319,-0.06,100,100,1.04,RU,1713792535
467,picota,-6.9197,-76.3304,22.75,100,100,0.21,PE,1713792536
468,hassi messaoud,31.6804,6.0729,23.47,27,0,9.72,DZ,1713792537
469,robertsport,6.7533,-11.3686,29.38,71,90,3.41,LR,1713792538
470,mitu,1.1983,-70.1733,22.73,99,100,1.41,CO,1713792539
471,shevchenko,48.5,35.0,16.7,32,100,2.49,UA,1713792540
472,kavieng,-2.5744,150.7967,28.93,75,64,3.82,PG,1713792541
473,lubango,-14.9172,13.4925,25.76,33,16,2.14,AO,1713792542
474,karagandy,49.8019,73.1021,20.9,43,97,6.72,KZ,1713792394
475,betio village,1.358,172.9211,28.76,77,78,5.5,KI,1713792543
476,bamboo flat,11.7,92.7167,29.36,69,100,2.53,IN,1713792544
477,gebeit,21.0667,36.3167,33.07,10,0,8.45,SD,1713792545
478,gao,16.6362,1.637,41.99,8,1,5.1,ML,1713792546
479,mana,5.6592,-53.7767,26.7,86,90,3.54,GF,1713792547
480,katsuren-haebaru,26.3369,127.8719,23.35,89,100,3.75,JP,1713792548
481,jayapura,-2.5333,140.7,23.12,85,77,2.24,ID,1713792549
482,petersburg,37.2279,-77.4019,8.36,52,99,4.01,US,1713792549
483,braganca,-1.0536,-46.7656,27.13,92,100,0.78,BR,1713792550
484,palu,-0.8917,119.8707,25.46,98,100,0.75,ID,1713792551
485,bechar,31.6167,-2.2167,23.29,22,4,1.41,DZ,1713792552
486,port alberni,49.2413,-124.8028,2.21,96,3,0.77,CA,1713792553
487,princeville,45.7668,-61.2985,7.16,66,13,5.47,CA,1713792554
488,charlottetown,46.2352,-63.1267,6.12,72,3,6.93,CA,1713792455
489,cabedelo,-6.9811,-34.8339,29.1,74,89,3.92,BR,1713792555
490,harmanli,41.9333,25.9,19.27,39,100,1.73,BG,1713792556
491,petukhovo,55.0692,67.9019,17.26,27,31,4.04,RU,1713792557
492,santos reyes nopala,16.1092,-97.1561,24.11,65,100,0.79,MX,1713792558
493,las heras,-46.5419,-68.9359,4.59,40,91,0.82,AR,1713792559
494,attapeu,14.8,106.8333,31.2,42,41,1.1,LA,1713792560
495,tanumah,27.1,44.1333,30.51,19,0,8.7,SA,1713792561
496,mantua,45.1667,10.7833,6.08,94,100,10.87,IT,1713792562
497,novodvinsk,64.4165,40.8122,-0.52,89,100,5.58,RU,1713792563
498,touros,-5.1989,-35.4608,30.01,70,86,5.19,BR,1713792563
499,xining,36.6167,101.7667,7.07,71,61,3.1,CN,1713792564
500,shingu,33.7333,135.9833,16.82,91,100,2.1,JP,1713792565
501,homer,59.6425,-151.5483,1.45,83,100,1.99,US,1713792567
502,dennery,13.8996,-60.8879,28.42,66,11,6.59,LC,1713792568
503,port hueneme,34.1478,-119.1951,12.83,94,85,2.37,US,1713792330
504,dawson creek,55.7666,-120.2362,2.9,93,90,5.97,CA,1713792570
505,saldanha,-33.0117,17.9442,18.54,75,100,4.0,ZA,1713792571
506,san pedro pochutla,15.7333,-96.4667,26.16,61,99,1.18,MX,1713792571
507,tropea,38.6754,15.8948,17.22,55,32,2.56,IT,1713792572
508,nabire,-3.3667,135.4833,25.58,93,100,1.8,ID,1713792573
509,solikamsk,59.6196,56.7729,10.21,48,83,4.46,RU,1713792574
510,adigrat,14.277,39.462,22.47,40,60,3.23,ET,1713792575
511,chibougamau,49.9168,-74.3659,-13.14,64,100,4.82,CA,1713792576
512,tamarin,-20.3256,57.3706,27.69,78,42,1.65,MU,1713792577
513,withernsea,53.7311,0.0335,6.26,82,100,2.36,GB,1713792578
514,yinchuan,38.4681,106.2731,13.62,15,0,3.52,CN,1713792578
515,singkil,-7.9855,111.4161,25.91,91,100,2.3,ID,1713792579
516,la sarre,48.8002,-79.1996,-5.19,64,100,2.97,CA,1713792580
517,jaen,38.0,-3.5,19.95,39,0,1.24,ES,1713792581
518,papao,-17.75,-149.55,26.92,81,51,1.63,PF,1713792582
519,fyzabad,26.7833,82.1333,36.11,14,0,4.26,IN,1713792583
520,gladstone,-23.85,151.25,20.95,78,79,6.89,AU,1713792584
521,fada,9.5667,8.3,36.97,26,98,2.23,NG,1713792585
522,thal,35.4791,72.2439,9.16,70,99,1.06,PK,1713792586
523,erdenet,49.0333,104.0833,4.29,35,47,4.29,MN,1713792586
524,tuburan,6.6439,122.2736,28.12,77,57,1.9,PH,1713792587
525,nagqu,31.5,92.0,5.1,13,62,5.82,CN,1713792588
526,lamu,-2.2717,40.902,27.99,81,93,7.34,KE,1713792589
527,conduaga,8.862,117.4893,26.99,78,13,0.78,PH,1713792590
528,skelleftea,64.7507,20.9528,-2.37,72,38,4.72,SE,1713792592
529,concepcion,-36.827,-73.0498,11.86,76,3,2.18,CL,1713792593
530,pailin,12.849,102.6093,27.46,78,0,3.18,KH,1713792594
531,linden,6.0,-58.3,30.54,59,95,1.66,GY,1713792594
532,matsuyama,33.8392,132.7657,16.95,95,100,2.46,JP,1713792595
533,conceicao do mato dentro,-19.0372,-43.425,23.69,68,0,1.36,BR,1713792596
534,wewak,-3.5534,143.6268,27.69,77,82,2.58,PG,1713792597
535,lewistown,40.5992,-77.5714,6.08,57,0,1.96,US,1713792598
536,loshnitsa,54.2789,28.7639,1.73,97,100,9.28,BY,1713792599
537,tongouson,5.0214,120.1328,28.74,78,24,2.65,PH,1713792600
538,grand falls-windsor,48.9332,-55.6649,7.52,65,95,8.0,CA,1713792601
539,fuglafjordur,62.244,-6.814,6.98,70,21,2.53,FO,1713792602
540,mariental,-24.6333,17.9667,32.66,15,0,2.35,NA,1713792603
541,lijiang,26.8688,100.2207,10.87,80,4,2.22,CN,1713792604
542,rio claro,-22.4114,-47.5614,25.32,49,0,3.09,BR,1713792605
543,sandnessjoen,66.0217,12.6316,3.78,52,100,5.97,NO,1713792606
544,jinghong,21.991,100.7341,27.19,34,52,2.08,CN,1713792607
545,cidreira,-30.1811,-50.2056,22.33,71,100,2.85,BR,1713792608
546,port-gentil,-0.7193,8.7815,29.36,73,93,3.28,GA,1713792609
547,bukama,-9.2,25.85,31.08,63,46,0.85,CD,1713792610
548,sisimiut,66.9395,-53.6735,1.27,90,100,2.0,GL,1713792611
549,fortaleza,-3.7227,-38.5247,25.76,91,100,2.75,BR,1713792451
550,nizhniy odes,63.6445,54.856,-4.45,83,73,3.38,RU,1713792613
551,rampachodavaram,17.45,81.7667,31.59,42,0,1.51,IN,1713792614
